Kategori,Nama_Toko,Lokasi_Toko,Nama_Produk,Harga_Produk,Terjual,Rating,Tanggal,Terlaris,Bulan
Gaming,Intel Gaming ID,Jakarta Utara,"LAPTOP AXIOO HYPE-R 5 CORE I5 1235 24GB 512GB 14""FHD WINDOWS Layar Ssd",7899000,4,0.0,2025-06-06,0,2025-06
Gaming,Expose Electronics Indonesia,Kab. Tangerang,Kantor Desain IPS Monitor PC Monitor 19/22/24/27 inch Flat monitor 75HZ gaming Panel Kecepatan Refresh Tinggi HDMI/VGA 1M/S,980000,50,4.6,2025-05-08,0,2025-05
Gaming,ProTech Com,Jakarta Pusat,ASUS TUF F15 FX607VU I7-13260H RTX4050 6GB/ 16GB 512GB 16.0WUXGA 165HZ 100SRGB W11 OHS+M365B,18499000,3,0.0,2025-06-22,0,2025-06
Gaming,TokoTeknoPro,Jakarta Utara,Rexus B400 / B-400 Breeze Cooling Pad Gaming RGB Frost Laptop 15-17 Inch,580000,4,5.0,2025-06-18,0,2025-06
Gaming,TokoTeknoPro,Jakarta Utara,AULA F75 / F-75 Mechanical Gaming Keyboard 3 Mode Connection RGB,699000,100,5.0,2025-05-25,0,2025-05
Gaming,IT Galeri,Tangerang Selatan,LENOVO IdeaPad Slim 3 14IRH10 83K0003MID 83K0003LID - Intel Core i7-13620H/16GB/512GB/14.0/WIN11+OHS2021/COSMIC BLUE,11299000,1,0.0,2025-07-15,0,2025-07
Gaming,ProTech Com,Jakarta Pusat,LENOVO LOQ 15 RYZEN 7-7435HS RTX4050 6GB/ 12GB 512GB 15.6FHD 144HZ 100SRGB W11 OHS+0365,13689000,2,0.0,2025-05-31,0,2025-05
Gaming,AGRES ID,Jakarta Utara,"MSI VECTOR 16HX RTX5070TI AI ULTRA 7-255HX 16GB 512GB W11+OHS 16"" 240HZ",29999000,3,5.0,2025-07-09,0,2025-07
Gaming,AGRES ID,Jakarta Utara,LENOVO LOQ 15 RTX4050 RYZEN 7 7435HS 12GB 512GB W11+OHS 15.6FHD 144HZ 100SRGB,13499000,19,5.0,2025-05-20,0,2025-05
Gaming,ProTech Com,Jakarta Pusat,"LENOVO IDEAPAD SLIM 3 14IRH10 14 I5-13420H 8/16GB 512GB 14"" WUXGA IPS W11 OHS",8349000,4,5.0,2025-05-04,0,2025-05
Gaming,Infonet Official Store,Jakarta Utara,"LENOVO IDEAPAD SLIM 3 14IRH10 I5 13420H 8GB 512GB SSD INTEGRATED 14"" FHD IPS W11 OHS COSMIC BLUE",8339000,1,0.0,2025-05-03,0,2025-05
Gaming,AGRES ID,Jakarta Utara,LENOVO LOQ 15 RTX5050 I5 13450HX 12GB 512GB W11+OHS 15.6FHD 144HZ 100SRGB,17099000,30,5.0,2025-06-11,0,2025-06
Gaming,GADGET SULTAN ID,Jakarta Pusat,Lenovo Legion Go S AMD Z2 Go 16GB 512GB Windows 11 8.0 Inch WUXGA 120Hz,8799000,1,0.0,2025-06-17,0,2025-06
Gaming,Gamen Indonesia,Kab. Tangerang,[Ekslusif Ischaindyofc] GAMEN GK300 Keyboard Gaming Membrane RGB Multifunction Knob Anti-Ghosting - Garansi 1 Tahun,185000,14,5.0,2025-06-20,0,2025-06
Gaming,AI Official Store,Jakarta Utara,MSI THIN 15 I7 12650H I5 12450H RTX3050 RTX2050 32GB 16GB 8GB 1TB 512GB SSD W11 15.6FHD 144HZ BLIT 2Y B12UCX B12UC - PROMO LAPTOP GAMING,8609000,100,5.0,2025-04-25,0,2025-04
Gaming,lenovo authorized tangerang,Tangerang,Lenovo LOQ Gaming i5-13450HX RTX3050 512GB SSD 12GB 144Hz 100%sRGB IPS Win11+OHS,12999000,3,0.0,2025-04-17,0,2025-04
Gaming,ASUS ROG Indonesia,Jakarta Pusat,ASUS GAMING V16 V3607VU CORE I7 240H RTX4050 32GB 512GB W11 OHS 16 INCH WUXGA 144HZ,16499000,2,0.0,2025-05-12,0,2025-05
Gaming,GOODGAMINGSHOP,Jakarta Pusat,Noir Mayan Deskmat / Mousepad - Gaming Deskmat,209000,9,5.0,2025-04-22,0,2025-04
Gaming,Astikom,Denpasar,Gaming Gamepad Fantech WGP15V2 EOS Pro II,395010,30,5.0,2025-07-08,0,2025-07
Gaming,Agres ID Bandung,Bandung,"Lenovo Ideapad Slim 3 14IRH10 i5 13420H 8Gb 512Gb 14"" WUXGA IPS",8349000,4,5.0,2025-07-12,0,2025-07
Gaming,Digitalzone Tangcity,Tangerang,Monitor Mini LED Acer Nitro XV275K 27 Mini LED IPS 4K UHD 3840x2160@160hz with DFR FHD 1080p upto 320Hz HDMI 2.1 x2 DP 1.2x1 USB Type-C 90w KVM Switch P3 Widescreen Gaming LED Monitor,7999000,2,5.0,2025-07-13,0,2025-07
Gaming,Agres Komputer Official,Jakarta Utara,"DIGITAL ALLIANCE LED MONITOR IPS 27 INCH 100HZ - MONITOR DIGITIAL ALLIANCE - MONITOR GAMING - MONITOR 27""",1435000,1,5.0,2025-07-04,0,2025-07
Gaming,hexxacom,Kab. Kediri,LAPTOP ASUS TUF A15 FA506NFR Ryzen 7 7435HS RTX2050 4GB 16GB 512GB W11+OHS 15.6FHD 144Hz,9475000,3,5.0,2025-06-13,0,2025-06
Gaming,royalltech,Jakarta Utara,INFINIX XPAD 20 4G LTE 8GB 256GB 8/256 - HELIO G88 - 8MP CAMERA - 7000 mAh 10W - USB C - 11 INCH IPS LCD 90HZ - TAB - TABLET GAMING - ANDROID - GARANSI RESMI,2339000,100,5.0,2025-04-23,0,2025-04
Gaming,LenovoIndonesia,Jakarta Barat,Lenovo Ideapad Slim 3 Ryzen 5 5625U 512GB SSD 16GB FHD IPS Win11+OHS,8399000,6,5.0,2025-07-05,0,2025-07
Gaming,Blessing Computer Bali,Denpasar,LENOVO V14 G3 IAP-82TS00N9ID Core i3 1215U 16GB 512GB W11 OHS Iron Grey UPGRADE BLESSING,6159000,6,5.0,2025-05-21,0,2025-05
Gaming,TokoTeknoPro,Jakarta Utara,NYK Nemesis Alastor GPX500 / GPX-500 Gamepad Wireless Connection 3In1 Mechanical RGB with Hall Effect,289000,50,4.9,2025-05-02,0,2025-05
Gaming,ASUS ROG Indonesia,Jakarta Pusat,"ASUS TUF F15 FX607VJ CORE I5 210H RTX3050 6GB/ 16GB 512GB W11+OHS+M365B 16.0"" WUXGA 165HZ 100SRGB BLIT",13999000,4,5.0,2025-05-14,0,2025-05
Gaming,AGRES PC RAKITAN,Jakarta Utara,XIAOMI GAMING MONITOR 24 INCH G24I IPS FHD 1080P 1MS 180HZ - MONITOR GAMING - MONITOR XIAOMI,1389000,6,5.0,2025-07-15,0,2025-07
Gaming,Lenovo Store Ambasador,Jakarta Selatan,"Lenovo Ideapad Slim 3 14IRH10 Intel Core i5 13420H 8GB 512GB SSD 14"" WUXGA IPS WIndows OHS",8349000,11,5.0,2025-04-19,0,2025-04
Gaming,Gamen Indonesia,Kab. Tangerang,"[BUY 1 GET 1]  GAMEN GM 210/220 Mouse Gaming Wired 7200 DPI 6 Level, RGB For Laptop / PC Original  + GAMEN Mousepad Gaming Anti slip GP-L 34 x 23 cm with Soft Surface Gradient Tahan Aus Mouse Pad Gaming L Original - Garansi 1 Tahun",136900,23,4.4,2025-06-15,0,2025-06
Gaming,NEXIO Store,Jakarta Utara,Fan Cooler HP Gaming Magnetic RGB Up to 5°C TL07 Dengan Klip Penjepit for Iphone / Android Original,120000,750,4.8,2025-05-23,0,2025-05
Gaming,Rexus Official Shop,Jakarta Utara,Rexus K9L Keyboard Gaming Membrane Battlefire - RGB Backlight Plug & Play,119000,250,5.0,2025-06-15,0,2025-06
Gaming,JBL ZEZE 01,Kab. Tangerang,"JBL Phantom M33 Headset Gaming Kompetitif Edisi Baru - Baterai Tahan Lama, Dual Mikrofon, Bass Ngebass, Suara Surround, Headset Nirkabel Bluetooth Stereo",75000,250,4.6,2025-04-20,0,2025-04
Gaming,Collins Official,Jakarta Pusat,Lenovo LOQ 15ARP9 Ryzen 7 7435HS RTX4050 6GB/ 12GB 512GB W11+OHS+0365 15.6FHD 144HZ 100SRGB,13499000,2,0.0,2025-05-21,0,2025-05
Gaming,JUTU Digital,Jakarta Barat,【 JUTU DIGITAL 】G701-6D Mouse Gaming Lampu RGB Keyboard Gaming 1 Set Untuk PC Laptop Esports Gaming Mouse Komputer Computer Elektronik Putih,129457,4,0.0,2025-07-11,0,2025-07
Gaming,Gamen Fancooler Indonesia,Kab. Tangerang,GAMEN Cooling Pad  Pendingin Laptop Gaming Dual Kipas Turbo RGB Light GCP300 100 Level Fan Speed With Phone Holder Silent Fan Original - Garansi 1 Tahun,269000,30,4.3,2025-05-22,0,2025-05
Gaming,Collins Official,Jakarta Pusat,"LENOVO IDEAPAD SLIM 3 14IRH10 14 I5 13420H 8/16GB 512GB W11+OHS 14"" WUXGA IPS BLIT",8349000,1,0.0,2025-07-01,0,2025-07
Gaming,AI Official Store,Jakarta Utara,ASUS GAMING K16 K3605VC I7 13620H I5 13420H RTX3050 24GB 16GB 1TB 512GB SSD W11+OHS+M365B 16.0WUXGA IPS BLIT - LAPTOP GAMING ULTRABOOK COCOK UNTUK CODING EDITING RENDER GAME STREAMING CREATOR,10949000,100,5.0,2025-06-20,0,2025-06
Gaming,Abditama Official,Jakarta Utara,"Monitor LED Samsung S3 S33GC S27C330GAE 27"" IPS 1080p Full HD 100Hz HDMI 1.4 x1 DP 1.2 x1 Stay in the action when playing games, watching videos, or working on creative projects with a Superfluid entertainment experience",1649900,1,5.0,2025-05-28,0,2025-05
Gaming,Gamen Indonesia,Kab. Tangerang,[Exclusive King Kevin] GAMEN GMR09 Fan Cooler Hp Gaming Magnetic RGB Dengan Klip Penjepit Dan Heatsink Magnetic For Iphone / Android Original - Garansi 1 Tahun,128000,29,5.0,2025-05-10,0,2025-05
Gaming,Thinkplus.id.z,Kab. Tangerang,"JBL Phantom K8pro Headset Gaming Kompetitif Edisi Baru - Baterai Tahan Lama, Dual Mikrofon, Bass Ngebass, Suara Surround, Headset Nirkabel Bluetooth Stereo",78000,250,4.7,2025-06-25,0,2025-06
Gaming,GOODGAMINGSHOP,Jakarta Pusat,HyperX Cloud III / Cloud 3 White Pink - Gaming Headset,1198000,22,5.0,2025-06-22,0,2025-06
Gaming,Acer Exclusive Store Mall of Indonesia,Jakarta Utara,Acer Nitro Lite 16 | i7 13620H RTX2050 [4GB] 16GB 512GB SRGB100 180Hz | W11+OHS 16.0WUXGA - NL16-71G-74MV,12599000,1,5.0,2025-05-27,0,2025-05
Gaming,UPLU Indonesia,Jakarta Utara,[EXCLUSIVE] UPLU G3 Mouse Gaming Bluetooth Wireless RGB Dual Connection 1600 DPI Adjustable LED Display,99000,70,5.0,2025-07-02,0,2025-07
Gaming,Rexus Official Shop,Jakarta Utara,Rexus B400 Frost Cooling Pad Breeze RGB - Pendingin Laptop 2400RPM Type C,599000,24,4.7,2025-06-09,0,2025-06
Gaming,royalltech,Jakarta Utara,MSI THIN 15 I7 12650H I5 12450H RTX3050 RTX2050 32GB 16GB 8GB 1TB 512GB SSD W11 15.6FHD 144HZ BLIT 2Y B12UCX B12UC - PROMO LAPTOP GAMING,8609000,100,5.0,2025-05-06,0,2025-05
Gaming,Gamen Indonesia,Kab. Tangerang,[EXCLUSIVE LAUNCHING] GAMEN GMR09 Fan Cooler Hp Gaming Magnetic RGB Dengan Klip Penjepit Dan Heatsink Magnetic For Iphone / Android Original - Garansi 1 Tahun Kipas,128000,4000,4.7,2025-05-24,1,2025-05
Gaming,UPLU Indonesia,Jakarta Utara,[BUNDLING] UPLU H300 Combo Wired Keyboard Mouse Gaming Office Set Silent Click RGB Ergonomic Design,125000,100,4.9,2025-05-26,0,2025-05
Gaming,Gamen Indonesia,Kab. Tangerang,"GAMEN GM210 Mouse Gaming Computer  Wired 7200 DPI 6 Level, RGB For Laptop / PC Original - Garansi 1 Tahun",114000,250,5.0,2025-04-26,0,2025-04
Gaming,thinkplus.id.w,Kab. Tangerang,"JBL Phantom H50 Headset Gaming Kompetitif Edisi Baru - Baterai Tahan Lama, Dual Mikrofon, Bass Ngebass, Suara Surround, Headset Nirkabel Bluetooth Stereo",79888,100,4.5,2025-05-02,0,2025-05
Gaming,KiiP Official,Tangerang,KiiP Headset Wired HiFi ENC Headset Kabel Anti Delay Earphone Gaming,36000,100,4.8,2025-06-07,0,2025-06
Gaming,Merek Audio Shop,Jakarta Utara,【Super sale】Transformers TF-T51 Headset Gaming Bluetooth In-ear Nirkabel Sejati Gaming Bluetooth 5.4 Gaming Gaming Latensi Rendah Kualitas Suara Tinggi Isolasi Suara Pengurangan Kebisingan{,169000,40,4.4,2025-05-25,0,2025-05
Gaming,AITU.ID,Jakarta Barat,[FREE SARUNG JEMPOL GAMING] New Product Aitu S12 Gaming Music TWS True Wireless Stereo ANC Noice Cancelling Bluetooth 5.3,109000,50,5.0,2025-06-09,0,2025-06
Gaming,ProStoreComputer,Jakarta Utara,MSI THIN 15 I7 12650H I5 12450H RTX3050 RTX2050 32GB 16GB 8GB 1TB 512GB SSD W11 15.6FHD 144HZ BLIT 2Y B12UCX B12UC - PROMO LAPTOP GAMING,8609000,250,5.0,2025-06-09,0,2025-06
Gaming,Gamen Indonesia,Kab. Tangerang,[EXCLUSIVE] GAMEN Titan 5 Keyboard Gaming Mechanical 60% Layout Pluggable RGB Light Original - Garansi 1 Tahun,239900,90,4.7,2025-05-07,0,2025-05
Gaming,Caldeiro.stuff,Kab. Bogor,Flashdisk isi game pes 2017 update 2025 | Pes 2017 patch 2025 Tema efootball BONUS 7 GAME  BEBAS REQUEST,139000,1000,4.9,2025-07-13,1,2025-07
Gaming,UPLU Indonesia,Jakarta Utara,UPLU G3 Mouse Gaming Bluetooth Wireless RGB Dual Connection 1600 DPI Adjustable LED Display,109000,90,5.0,2025-06-17,0,2025-06
Gaming,KiiP Collection Gadget,Tangerang,KiiP Headset Wired HiFi ENC Earphone Kabel Minim Delay Gaming,39000,80,4.6,2025-07-15,0,2025-07
Gaming,Gamen Fancooler Indonesia,Kab. Tangerang,GAMEN Siberia Evo Fan Cooler Hp Gaming Ponsel  Magnetic RGB Light Up to -4°C LED Display Dengan Klip Penjepit Kipas Hp Original - Garansi 1 Tahun,180000,30,4.7,2025-05-06,0,2025-05
Gaming,royalltech,Jakarta Utara,ASUS GAMING K16 K3605VC I7 13620H I5 13420H RTX3050 24GB 16GB 1TB 512GB SSD W11+OHS+M365B 16.0WUXGA IPS BLIT - LAPTOP GAMING ULTRABOOK COCOK UNTUK CODING EDITING RENDER GAME STREAMING CREATOR,10949000,100,5.0,2025-05-22,0,2025-05
Gaming,Gamen Indonesia,Kab. Tangerang,(SPECIAL) GAMEN GTP01 Heatsink Aluminium Pad Pendingin HP,47300,1000,5.0,2025-07-01,1,2025-07
Gaming,Gamen Indonesia,Kab. Tangerang,"GAMEN GM220 Mouse Gaming Wired 7200 DPI 6 Level, RGB For Laptop / PC Original - Garansi 1 Tahun",104000,60,4.6,2025-06-19,0,2025-06
Gaming,Gamen Indonesia,Kab. Tangerang,(BISA COD) GAMEN Gaming Professional Headset / Earphone / Headphone Gaming GH100 Black 3D Sound With Mic For PC / Laptop Original - Garansi 1 Tahun,120000,11,4.3,2025-07-05,0,2025-07
Gaming,ProStoreComputer,Jakarta Utara,ACER NITRO V 15 RYZEN 5 6600H RTX3050 RTX2050 16GB 8GB 512GB SSD W11+OHS 15.6FHD 165HZ 2Y+ADP  R99D  - PROMO LAPTOP GAMING COCOK UNTUK GAMING RENDER CODING CREATOR DESIGN,9049000,100,5.0,2025-06-01,0,2025-06
Gaming,Monster Audio Shop,Kab. Tangerang,[Exclusive Katakay85] Erazer X8 OWS AI Smart Bluetooth Headset V5.4 Gaming Open Ear Headphone Bone Conduction Earphone Hifi Stereo Sports Earbuds,265000,100,4.9,2025-06-19,0,2025-06
Gaming,Gamen Fancooler Indonesia,Kab. Tangerang,[LIVE EXCLUSIVE IBNU WARDANI] GAMEN GMR04 Fan Cooler Radiator Pendingin HP Cooling Original - Garansi 1 Tahun,39000,40,4.9,2025-07-15,0,2025-07
Gaming,Super Gaming Shop,Tangerang,Super Gaming  kursi gaming kursi ergonomis kursi kerja Kursi Komputer Ergonomis Kursi Kantor Rumah Chairs Furniture,639000,100,4.9,2025-06-30,0,2025-06
Gaming,Smart Media Computer,Makassar,"Asus Tuf Gaming  F16 FX607VJ | CORE 5-210H | 2X 8GB | 512GB SSD | RTX3050 6GB | 16"" WUXGA | WIN11+OH24+M365",14181000,1,5.0,2025-06-28,0,2025-06
Gaming,Gamer ID Surabaya,Surabaya,LENOVO LEGION R25I-30 GAMING MONITOR 24.5 FHD 165HZ IPS 99% SRGB FREESYNC SPKR 3Y,2095000,1,0.0,2025-04-23,0,2025-04
Gaming,PUSAT GAMING LAPTOP,Bekasi,Acer Nitro V 15 Core i5 13420H RTX2050 4GB/ 16GB 512GB SSD W11+OHS 15.6FHD 180Hz IPS -51.53X1,9699000,1,0.0,2025-07-05,0,2025-07
Gaming,PUSAT GAMING LAPTOP,Bekasi,Laptop SPC STYLE 5 RYZEN 5 3500 8GB 256GB WIN 11PRO 14.0FHD IPS BLIT,3749000,6,5.0,2025-06-17,0,2025-06
Gaming,AI Official Store,Jakarta Utara,ASUS TUF A15 RYZEN 7 7435HS RTX4060 RTX4050 RTX3050 RTX2050 32GB 1TB SSD W11+OHS 15.6FHD 144HZ 100SRGB - FA507NUR FA506NCR FA506NFR FA507NVR LAPTOP GAMING,9849000,100,5.0,2025-05-11,0,2025-05
Gaming,AI Official Store,Jakarta Utara,LENOVO LOQ 15 I5 13450HX RTX5050 RTX4050 RTX3050 24GB 1TB 512GB SSD W11+OHS+M365B 15.6FHD 144HZ 100SRGB 24RGB 2Y PREM+2ADP - LAPTOP GAMING,12349000,250,5.0,2025-04-28,0,2025-04
Gaming,Agres Komputer Official,Jakarta Utara,GIGABYTE MONITOR GAMING GS27U 27 INCH SS IPS UHD 4K 2160P 1MS 160HZ HDR400 TILT 3Y - MONITOR GAMING - MONITOR GIGABYTE,6459000,1,0.0,2025-05-31,0,2025-05
Gaming,Lenovo Authorized Yogyakarta,Yogyakarta,Lenovo LOQ 15ARP9 | Ryzen  7 7435HS RTX 4050 12GB 512GB W11 + OHS + O365,14599000,3,5.0,2025-07-10,0,2025-07
Gaming,Notebook Murah ID,Bandung,Infinix Xbook B15 Ryzen 7 5825 8Gb 512Gb W11 15.6Fhd,6199000,2,5.0,2025-04-23,0,2025-04
Gaming,ProStoreComputer,Jakarta Utara,"PC DYNAMITE AMD RYZEN 7 5700G 16GB 1TB SSD WIN 11 PRO - PC DESKTOP KOMPUTER GAMING - EDITING - CREATOR - ADMIN - KANTOR - 16/256GB, PROMO PC",5650000,100,5.0,2025-04-21,0,2025-04
Gaming,royalltech,Jakarta Utara,ACER NITRO V 15 RYZEN 5 6600H RTX3050 RTX2050 32GB 16GB 1TB 512GB SSD W11+OHS 15.6FHD 165HZ 2Y+ADP  - R9SX R99D - LAPTOP GAMING,9049000,250,5.0,2025-04-29,0,2025-04
Gaming,Gigabyte Component,Jakarta Utara,GIGABYTE MONITOR GAMING G34WQCP ULTRAWIDE 34 INCH VA 1500R WQHD 2K,4499000,1,0.0,2025-07-12,0,2025-07
Gaming,AI Official Store,Jakarta Utara,PC FrostByte I7 12700F I5 12400F RYZEN 5 4500 |  RTX 4060 TI 3060 3050 | 32GB 16GB | 1TB 512GB SSD | PC DESKTOP KOMPUTER GAMING - EDITING - CREATOR - CODING - ADMIN - KANTOR,8290000,100,5.0,2025-05-29,0,2025-05
Gaming,MSI Official Store,Jakarta Pusat,MSI KATANA 15 HX I9 14900HX RTX5060 16GB 1TB  15.6QHD 165HZ W11 OHS,26499000,1,5.0,2025-04-22,0,2025-04
Gaming,RSCindostore,Jakarta Utara,Komputer / Cpu / Pc Rakitan i7 9700 Gen 9 Casing Gaming - Siap Pakai Bergaransi,4949000,1,0.0,2025-05-07,0,2025-05
Gaming,Usea Official Store,Jakarta Barat,FREEWOLF Keyboard Gaming Wireless Mechanical Red Bluetooth 2.4GHz - M88,619000,0,0.0,2025-06-14,0,2025-06
Gaming,Blessing Computer Bali,Denpasar,LENOVO Gaming LOQ 15IAX9E 83LK008UID Core i5 12450HX 12GB 512GB 3050 W11 OHS 2024 Luna Grey,10369000,13,5.0,2025-05-20,0,2025-05
Gaming,Agres Komputer Bandung,Bandung,"MSI Gaming Monitor MAG 274F / MAG274F 27"" FHD Rapid IPS 200Hz 0.5ms GTG AMD FreeSync HDR Ready",1929000,3,5.0,2025-07-14,0,2025-07
Gaming,IT GALERI - HP AUTHORIZED,Tangerang Selatan,"Laptop Gaming HP OMEN MAX 16-ah0787TX Intel Ultra 9-275HX/Ram 32GB/ 1 TB PCIe Gen5 NVMe/Layar 16"" diagonal/RTX 5080/Windows11 Home & MS Office",54499000,1,0.0,2025-07-08,0,2025-07
Gaming,Gamer ID Surabaya,Surabaya,DIGITAL ALLIANCE GAMING MONITOR 34 INCH ULTRAWIDE CURVED VA UHD 4K 2160P 1MS 180HZ DA34-4KGAM180 2Y,3499000,1,0.0,2025-05-17,0,2025-05
Gaming,AI Official Store,Jakarta Utara,LENOVO IDEAPAD PRO 5 16 OLED ULTRA 9 185H RTX4050 32GB 1TB SSD W11 16.0QHD - LAPTOP GAMING ULTRABOOK,18849000,100,5.0,2025-05-31,0,2025-05
Gaming,Top Tech Comp,Jakarta Utara,Lenovo Legion 5 15IRX9 Intel Core i7 13650HX 32GB 1TB SSD RTX4060 8GB 15.6FHD 144Hz 100sRGB W11+Office Home 2024+365 Basic,21399000,2,5.0,2025-06-25,0,2025-06
Gaming,PUSAT GAMING LAPTOP,Bekasi,HP Victus 15 I5 13420H Rtx4050 6Gb/ 16Gb 512Gb Windows 11+OHS+M365B 15.6Fhd Ips 144Hz Blit,14299000,1,5.0,2025-05-17,0,2025-05
Gaming,Agres Komputer Official,Jakarta Utara,GIGABYTE MONITOR GAMING GS27U 27 INCH SS IPS UHD 4K 2160P 1MS 160HZ HDR400 TILT 3Y - MONITOR GAMING - MONITOR GIGABYTE,6459000,1,0.0,2025-06-16,0,2025-06
Gaming,ProStoreComputer,Jakarta Utara,PC PRO DYNAMITE AMD RYZEN 7 5700G 16GB 1TB SSD WIN 11 PRO - PC DESKTOP KOMPUTER GAMING - EDITING - CREATOR - ADMIN - KANTOR,4540000,100,5.0,2025-05-10,0,2025-05
Gaming,AI Official Store,Jakarta Utara,PC FrostByte I7 12700F I5 12400F RYZEN 5 4500 |  RTX 4060 TI 3060 3050 | 32GB 16GB | 1TB 512GB SSD | PC DESKTOP KOMPUTER GAMING - EDITING - CREATOR - CODING - ADMIN - KANTOR,8290000,100,5.0,2025-05-06,0,2025-05
Gaming,Top Tech Comp,Jakarta Utara,"HP OMEN 16 MAX Gaming Laptop Intel ULTRA 9 275HX RTX5080 16GB RAM 64GB 1TB SSD 16"" WQXGA VRR 240Hz 100sRGB W11 OHS I AH0787TX",53499000,1,0.0,2025-05-24,0,2025-05
Gaming,royalltech,Jakarta Utara,PC ROYAL Prestige INTEL I7 12700 I5 12400 16GB 1TB WIN 11 PRO - PC DESKTOP KOMPUTER GAMING - EDITING - CREATOR - CODING - ADMIN - KANTOR,4230000,100,5.0,2025-05-04,0,2025-05
Gaming,Blessing Computer Bali,Denpasar,PROMO ASUS TUF Gaming A15 FA507NUR-R745K6G-OM Ryzen 7 7435HS 16GB 512GB 4050 W11 OHS Microsoft 365 Jaeger Gray,14839000,2,5.0,2025-07-13,0,2025-07
Gaming,RSCindostore,Jakarta Utara,Komputer / Cpu / Pc Rakitan i5 8400 Gen 8 Casing Gaming - Siap Pakai Bergaransi,3773000,1,0.0,2025-06-13,0,2025-06
Gaming,IMBA PC,Jakarta Utara,IMBA CheapSHOT PC | Ryzen 5 5600X RTX 5060 8GB | 16GB 256GB Rakitan Gaming PC - UGE-TR-EK-COC/D4,10500000,1,0.0,2025-05-28,0,2025-05
Gaming,Agres Komputer Bandung,Bandung,"MSI Gaming Monitor MAG 273QP QD-OLED X24 27"" QHD OLED 240Hz 138% sRGB HDR True Black",8799000,8,5.0,2025-04-30,0,2025-04
Gaming,Top Tech Comp,Jakarta Utara,ASUS GAMING V16 V3607VU RTX4050 6GB Core i7 240H 32GB 1TB SSD 16.0WUXGA 144HZ W11 OHS,15999000,1,5.0,2025-07-13,0,2025-07
Gaming,Digital Alliance Official,Jakarta Utara,MSI GAMING MONITOR CURVED 24 INCH MAG 244C / MAG244C 1500R VA FHD 1080P 1MS 180HZ 3Y,1519000,3,5.0,2025-07-04,0,2025-07
Gaming,Blessing Computer Bali,Denpasar,LENOVO Gaming LOQ 15ARP9 83JC00J5ID Ryzen 7 7435HS 12GB 512GB 4050 W11 OHS Microsoft 365 Basic Luna Grey,13199000,7,5.0,2025-04-30,0,2025-04
Gaming,Blessing Computer Bali,Denpasar,LENOVO Gaming LOQ 15ARP9 83JC00J5ID Ryzen 7 7435HS 12GB 512GB 4050 W11 OHS Microsoft 365 Basic Luna Grey,13199000,7,5.0,2025-06-22,0,2025-06
Gaming,ProStoreComputer,Jakarta Utara,LENOVO PRO 5 16 OLED TOUCH RTX4050 ULTRA 9 185H 32GB 1TB W11 OFFICE 16.0QHD - LAPTOP GAMING ULTRABOOK,18799000,250,5.0,2025-04-23,0,2025-04
Gaming,Digital Alliance Official,Jakarta Utara,MSI GAMING MONITOR CURVED 24 INCH MAG 244C / MAG244C 1500R VA FHD 1080P 1MS 180HZ 3Y,1519000,3,5.0,2025-06-10,0,2025-06
Gaming,Agres Komputer Bandung,Bandung,"MSI Gaming Monitor MAG 255F E20 / MAG255F 25"" FHD 1080p Rapid IPS 200Hz 0.5ms 100% sRGB HDR10",1819000,1,0.0,2025-07-07,0,2025-07
Gaming,PC Rakitan Official,Jakarta Utara,MSI GAMING MONITOR CURVED 24 INCH MAG 244C / MAG244C 1500R VA FHD 1080P 1MS 180HZ 3Y,1519000,1,0.0,2025-06-02,0,2025-06
Gaming,royalltech,Jakarta Utara,PC CryoStrike I7 12700F I5 12400F RYZEN 5 4500 |  RTX 4060 TI 3060 3050 | 32GB 16GB | 1TB 512GB SSD | PC DESKTOP KOMPUTER GAMING - EDITING - CREATOR - CODING - ADMIN - KANTOR,8290000,100,5.0,2025-06-11,0,2025-06
Gaming,AGRES PC RAKITAN,Jakarta Utara,"DIGITAL ALLIANCE LED MONITOR TN PANEL 19.5 INCH 100HZ - MONITOR DIGITAL ALLIANCE - MONITOR GAMING - MONITOR 20""",699000,1,0.0,2025-07-09,0,2025-07
Gaming,Thinkpad Official Store,Jakarta Utara,Lenovo LOQ RTX 5050 15IRX10 Intel Core i5 13450HX 12GB 512SSD 144Hz 15 Inch Windows 11 IPS FHD 52ID,17099000,30,0.0,2025-06-20,0,2025-06
Gaming,ProStoreComputer,Jakarta Utara,LENOVO LOQ 15 I5 13450HX RTX5050 8GB/ 12GB 512GB W11+OHS+M365B 15.6FHD 144HZ 100SRGB,17299000,30,5.0,2025-05-31,0,2025-05
Gaming,Collins Official,Jakarta Pusat,LENOVO LOQ 15 I5 13450HX RTX5050 12GB 512GB 15.6 FHD 144HZ 100SRGB W11 OHS,17099000,30,5.0,2025-07-13,0,2025-07
Gaming,Gamer ID Surabaya,Surabaya,"Laptop ASUS Gaming K16 K3605VC Intel Core I7 13620H RTX 3050 4GB RAM 16GB SSD 512 GB Windows 11 + Office Home Student 16"" WUXGA",12219000,4,5.0,2025-06-27,0,2025-06
Gaming,Distributorlaptop.id,Jakarta Pusat,ASUS Gaming TUF A14 FA401KM AMD Ryzen AI 7 RTX 5060 32GB 1TB 165Hz,27999000,250,0.0,2025-07-12,0,2025-07
